area	name	description
lambeth-contaminated-land:1493	129 Streatham High Rd	Crown Wallpapers.
lambeth-contaminated-land:1494	181 Streatham High Road	Emerald Cars, Motor Car Hire.
lambeth-contaminated-land:1495	435 Streatham High Road	Rrrf Motors, Motor Repairs.
lambeth-contaminated-land:1496	88 De Montford Parade	Peacocks, car accessories.
lambeth-contaminated-land:1497	108 De Montfort Parade	Sussex Laundry Ltd
lambeth-contaminated-land:1498	116a De Montfort Parade, by Kingscourt Rd	Bristow Service Station
lambeth-contaminated-land:1499	116a De Montfort Parade, by Kingscourt Rd	Dowling James & CO, Leather Machine Manufacturers.
lambeth-contaminated-land:1500	116 De Montfort Parade, by Kingscourt Rd	United Dairies
lambeth-contaminated-land:1501	308 Windsor Mansions by Streatham Green	Pellew Launderettes Ltd
lambeth-contaminated-land:1502	340 Streatham High Road, by Gleneagle Road	Hillis-Frader & Co Ltd, Wrought iron Workers
lambeth-contaminated-land:1503	368 Streatham High Road, by Gleneagle Road	Sussex Laundry Ltd
lambeth-contaminated-land:1504	376 Streatham High road	Williams Douglas, dry Cleaners
lambeth-contaminated-land:1505	456-460 Streatham High road, near Immanuel Church	PB Cow Ltd, rubber moldings
lambeth-contaminated-land:1506	546 Streatham High Rd, nr Guildersfield Rd	Arundel Launderettes ltd.
lambeth-contaminated-land:1507	554a Streatham High road, near Guildersfield Road	Fuller Arth, Metal Workers
lambeth-contaminated-land:1508	554 Streatham High Road, near Guildersfield Road	United Dairies
lambeth-contaminated-land:1509	578 Streatham High Road, near Glencairn Road	Walton Lodge Laundry Ltd
lambeth-contaminated-land:1510	636 Streatham High Road	Hamilton JA Household Goods Plastics.
lambeth-contaminated-land:1511	642/654 Streatham High Rd	Northbrook Service Station, petrol  filling station
lambeth-contaminated-land:1512	Ardwell Road, Streatham Hill	Sparks Jn. A & Co. Ltd Automobile engineers
lambeth-contaminated-land:1513	Off Balham Hill, by Alderbrook Road	40/50 Ridge Service Station. Motor spirit service station.
lambeth-contaminated-land:1514	Off Balham Hill, By Alderbrook Road ( think north of) nr Malwood rd	18 Balham GP Ltd, Panel Beaters
lambeth-contaminated-land:1515	off Balham Hill, By Alderbrook Road, (think north of ) nr Malwood Road	18 Witham's Motor Ltd, Motor Spare Parts
lambeth-contaminated-land:1516	1a Lammermore Road	Balham Tool Co ltd
lambeth-contaminated-land:1517	1b Lammermore Road	Butler C & Sons Cabinet makers
lambeth-contaminated-land:1518	No.74 Left of Balham High Road, South of Caistor road	Smith Walter Motors Ltd car agents
lambeth-contaminated-land:1519	82Lft of Balham High Road, South of Caistor road	Flamingos  Cleaners Ltd, dyers and cleaners
lambeth-contaminated-land:1520	86 Left of Balham High Road, South of Caistor road	Craig's (London) Ltd Printers
lambeth-contaminated-land:1521	90 Left of Balham High Road, South of Caistor road	Self service Laundry
lambeth-contaminated-land:1522	94a Left of Balham High Road, South of Caistor road	Lundie Brothers Ltd. Printers
lambeth-contaminated-land:1523	94b Left of Balham High Road, South of Caistor road	Balham BWB motors
lambeth-contaminated-land:1524	96 Left of Balham High Road, South of Caistor road	Balham Timber & Builders Merchants Ltd
lambeth-contaminated-land:1525	118 Left of Balham High Roadd, South of Caistor road	Quality Cleaners, dyers and cleaners
lambeth-contaminated-land:1526	Stonehouse St, SW4, North East Site	5 AutocR Marine & Diesel Co Ltd Motor Engineers.
lambeth-contaminated-land:1527	St Lukes Avenue Clapham	1 Pinches John, (Medallists) LTd
lambeth-contaminated-land:1528	St Lukes Avenue Clapham	56/56a Reeves Gilbert & Co Ltd, Wine & Spirit
lambeth-contaminated-land:1529	212-214 Kennington Road	Texaco Garage, Capour balancing installation considered satisfactory
lambeth-contaminated-land:1530	17-21 Thurlow Park Road	BP Garage, vapor balancing installation was found to be unsatisfactory. A copy of the vapor recovery authorization was not available on site.
lambeth-contaminated-land:1531	300 Norwood Road	Texaco, vapor balancing installation was found to be unsatisfactory. The annual inspection of vapor recovery was overdue.
lambeth-contaminated-land:1532	47-51 Acre Lane London	BP garage, the vapor balancing  installation was found to be satisfactory.
lambeth-contaminated-land:1533	120  Leigham Court Road London	Q8 Petroleum GB service station .
lambeth-contaminated-land:1534	372 Clapham Road	Service station
lambeth-contaminated-land:1535	2-22 Streatham Place	Service Station. Conoco
lambeth-contaminated-land:1536	190-198A Kennington Park Road, London	The vapor balancing installation was found to be unsatisfactory, vapor recovery authorization not available on site.
lambeth-contaminated-land:1537	Ernest Avenue / Rothschild Street	Waste transfer station
lambeth-contaminated-land:1538	Gavden Road,  Clapham	Sanmill Timber Mill
lambeth-contaminated-land:1539	238 Kennington Lane	Kennington Express service station
lambeth-contaminated-land:1540	237 Brixton Hill	Vehicle respraying
lambeth-contaminated-land:1541	17-21 Thurlow Park Road	Avenue park Filling Station
lambeth-contaminated-land:1542	330 Brixton Road	Service station
lambeth-contaminated-land:1543	275 Streatham High Road	Star service station
lambeth-contaminated-land:1544	Hinton Road	EPA Vapor recovery.  Save service station
lambeth-contaminated-land:1545	105 Northside Clapham Common	Lawrences Garages
lambeth-contaminated-land:1546	321/331 Coldharbour Lane	Coldharbour Service station
lambeth-contaminated-land:1547	51a Herne Hill	Elf oil uk
lambeth-contaminated-land:1548	2 Weir Road	Haran Services
lambeth-contaminated-land:1549	366 Wandsworth Road	Jet service station
lambeth-contaminated-land:1550	123 Denmark Hill	Mark Hill service station
lambeth-contaminated-land:1551	260 Balham High Road	Nightingale service station
lambeth-contaminated-land:1552	54 Wandsworth Road, South Lambeth	Nine Elms Service station
lambeth-contaminated-land:1553	7 Rowan Road, Streatham	Rowan Road Service station
lambeth-contaminated-land:1554	372-376 Clapham Road	Savoy Service station
lambeth-contaminated-land:1555	187-191 Mitcham Road, Tooting	Shell Amen Corner
lambeth-contaminated-land:1556	635 Wandsworth Road,	Silverthorne Service Station
lambeth-contaminated-land:1557	666-676 Garratt Lane	Star Service Stations
lambeth-contaminated-land:1558	2-22 Streatham Place	Streatham Place filling station
lambeth-contaminated-land:1559	1a Babington Road	Super Plus Ltd petrol station
lambeth-contaminated-land:1560	146 Lavender Hill	Texaco Service station
lambeth-contaminated-land:1561	12 Kings Avenue	Lowwod Garage
lambeth-contaminated-land:1562	864-876 Garratt Lane	Tooting Service Station
lambeth-contaminated-land:1563	319-323 Streatham High Road	Former Petrol Station, No live pollution issues affecting this site.
lambeth-contaminated-land:1564	11, 11A, 12  Theed Street	The remediation scheme as carried out, entirely meet the points raised in previous letter. Source, Letter from Mr C Stanbury to Michael Sirens Associates.
lambeth-contaminated-land:1565	75 Emmanuel Road	Propose to develop this address for residential purposes. Measurements of methane, carbon dioxide, and oxygen were made. In addition concentrations of hydrocarbons were detected. The amount of Arsenic and mercury were marginally in excess of the trigger v
lambeth-contaminated-land:1566	74-75 Emmanuel Road, London	Satisfied that the works of soil remediation and replacement have been carried out in accordance with the recommendations of this division.
lambeth-contaminated-land:1567	91-93 Effra Road	The soil is generally uncontaminated, apart from some Lead levels which are above the OCRCL threshold for domestic gardens. Source Letter from Mr C Stanbury  to  Design & Construct ( London) Ltd.
lambeth-contaminated-land:1568	Trelawn Road/Morval Road, Brixton	The site investigation work and latest soil remediation strategy met the standards generally recommended by Lambeth department.
lambeth-contaminated-land:1569	323 -329 Kennington Lane, Kennington Grove, Oval way, Farnham Royal and adjoining land london	Former council depot. Approval monitoring and measures to prevent the pollution of ground water and surface water pursuant to condition 15 of planning permission 02/02765/FUL, for the erection of a part two/ part three storey secondary school.
lambeth-contaminated-land:1570	Site of The South London Hospital for Women, Clapham Common, London	Before development into South London Hospital 1948, the land use was primarily residential. No Obvious land uses that would cause contamination. Source White Yong Green Environmental report.
lambeth-contaminated-land:1571	116 Aukland Hill	There are no live pollution issues surrounding this site
lambeth-contaminated-land:1572	Former St Thomas's Nurses Home Gilbert Road,	CLEA risk assessment report made. Letter of correspondence from Bellway Homes to Lambeth Council
lambeth-contaminated-land:1573	86/88 Gresham Road,	The site is occupied mainly as a depot for a national scaffolding company and is for the most part hard surfaced with concrete. At the Western boundary of the site there are a number of railway arches that form a railway viaduct. Some of these arches may
lambeth-contaminated-land:1574	64 Lilford Road	No references to landfill sites close to this property. I have also visited the site and can find no evidence of landfill activity.
lambeth-contaminated-land:1575	Workshop Units 1-3 Pensbury Place	No listing of contamination issues for this site. The workshops are however currently used by a motor repair business. At the date of site visit, there was also a large amount of redundant paint in tins being stored in the open. These and for example sump
lambeth-contaminated-land:1576	145 Sternhold Avenue	There are no records to indicate this land is likely to be contaminated. The neighboring land to the south is railway property, the council has no reason to suspect that this is likely to be contaminated. Source Letter from Mr C Stanbury to Alan Kemp.
lambeth-contaminated-land:1577	1A Tregothnan Road, London	The site has planning consent for two 2 storey houses and our new application will be for a similar sized alternative residential scheme which will be the subject of a new planning application in due course.
lambeth-contaminated-land:1578	Jason Works, Wanless Road, London	Jason Works, The levels of arsenic are typical for soils which contain fill material. The site has not be subject to gross contamination instances. Source Letter from Mr C Stanbury to Mr P. Marks
lambeth-contaminated-land:1579	Spring Gardens Open Space	Site of former Vauxhall Pleasure Gardes. Note Historical uses - glassworks/pottery to NW corner, Gasworks Tinworth Street.
lambeth-contaminated-land:1580	136 Palace Road	Site of Old Petrol Station, used car sales. May 2005 Proposed development for residential use. Stage 1 & 2 reports by Applied Geology. Status of Old Fuel Tanks unkown. Some minor contamination TPH and Odour noted. Further info awaited as at 18/05/05.
lambeth-contaminated-land:1581	St George South London Limited. The Effra Site, Vauxhall, London	Redevelopment of the site for residential and commercial units
lambeth-contaminated-land:1582	Tyers Terrace, Vauxhall.	Report, (Site Investigation) for Burgess Mean on behalf of Lanmark Housing Association.Proposed development of housing
lambeth-contaminated-land:1583	303-323 Streatham High Road, Streatham	Former petrol station, car sales, car valletting and vacant land to be developed for residential use
lambeth-contaminated-land:1584	115  Clapham Road, Stockwell, London	Previous unused two storey concrete building. Social rehab centre. Development for housing
lambeth-contaminated-land:1585	Lonesome Depot, Grove Road.	Previous caravan site and breakers yard with wasteland. Last report dated October 1992
lambeth-contaminated-land:1586	South London Hospital for Women/ TESCO site. Clapham Common, London	Development of the site of South London Hospital for Women to Tesco Stores. Reports by White Young Green
lambeth-contaminated-land:1587	St George South London Ltd. The Effra Site, Vauxhall.	Card Geotechnics, Foundation and Exporation Services Ltd,
